ID_BB_GLOBAL,FIELD,VALUE,SOURCE,TSTAMP
BBG00D1KW054,name,CITIGROUP INC ,corp_pfd.diff,2024-02-23 21:56:28
BBG00D1KW054,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG00D1KW054,issuer,CITIGROUP INC,corp_pfd.diff,2024-02-23 21:56:28
BBG00D1KW054,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00FXTPNR9,id_isin,US037833CL24,corp_pfd.diff,2024-02-23 21:56:28
BBG00FXTPNR9,id_cusip,037833CL2,corp_pfd.diff,2024-02-23 21:56:28
BBG00FXTPNR9,id_sedol1,BDVPXB6,corp_pfd.diff,2024-02-23 21:56:28
BBG00FXTPNR9,ticker,AAPL,corp_pfd.diff,2024-02-23 21:56:28
BBG00FXTPNR9,name,APPLE INC ,corp_pfd.diff,2024-02-23 21:56:28
BBG00FXTPNR9,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG00FXTPNR9,issuer,APPLE INC,corp_pfd.diff,2024-02-23 21:56:28
BBG00FXTPNR9,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG005TGPQS6,id_isin,US609207AC96,corp_pfd.diff,2024-02-23 21:56:28
BBG005TGPQS6,id_cusip,609207AC9,corp_pfd.diff,2024-02-23 21:56:28
BBG005TGPQS6,id_sedol1,BLNPBK5,corp_pfd.diff,2024-02-23 21:56:28
BBG005TGPQS6,ticker,MDLZ,corp_pfd.diff,2024-02-23 21:56:28
BBG005TGPQS6,name,MONDELEZ INTL INC ,corp_pfd.diff,2024-02-23 21:56:28
BBG005TGPQS6,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG005TGPQS6,issuer,MONDELEZ INTERNATIONAL,corp_pfd.diff,2024-02-23 21:56:28
BBG005TGPQS6,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00FGCS0L8,id_isin,US94988J5G85,corp_pfd.diff,2024-02-23 21:56:28
BBG00FGCS0L8,id_cusip,94988J5G8,corp_pfd.diff,2024-02-23 21:56:28
BBG00FGCS0L8,id_sedol1,BDSFRZ1,corp_pfd.diff,2024-02-23 21:56:28
BBG00FGCS0L8,ticker,WFC,corp_pfd.diff,2024-02-23 21:56:28
BBG00FGCS0L8,name,WELLS FARGO BANK NATL ASSN ,corp_pfd.diff,2024-02-23 21:56:28
BBG00FGCS0L8,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG00FGCS0L8,issuer,WELLS FARGO BANK NA,corp_pfd.diff,2024-02-23 21:56:28
BBG00FGCS0L8,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00C85L2X9,id_isin,US00206RCX89,corp_pfd.diff,2024-02-23 21:56:28
BBG00C85L2X9,id_cusip,00206RCX8,corp_pfd.diff,2024-02-23 21:56:28
BBG00C85L2X9,id_sedol1,BD20M57,corp_pfd.diff,2024-02-23 21:56:28
BBG00C85L2X9,ticker,T,corp_pfd.diff,2024-02-23 21:56:28
BBG00C85L2X9,name,AT T INC ,corp_pfd.diff,2024-02-23 21:56:28
BBG00C85L2X9,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG00C85L2X9,issuer,AT&T INC,corp_pfd.diff,2024-02-23 21:56:28
BBG00C85L2X9,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00DS4Q0Z5,id_isin,US14042RBU41,corp_pfd.diff,2024-02-23 21:56:28
BBG00DS4Q0Z5,id_cusip,14042RBU4,corp_pfd.diff,2024-02-23 21:56:28
BBG00DS4Q0Z5,id_sedol1,BD37K20,corp_pfd.diff,2024-02-23 21:56:28
BBG00DS4Q0Z5,ticker,COF,corp_pfd.diff,2024-02-23 21:56:28
BBG00DS4Q0Z5,name,CAPITAL ONE NATL ASSN VA ,corp_pfd.diff,2024-02-23 21:56:28
BBG00DS4Q0Z5,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG00DS4Q0Z5,issuer,CAPITAL ONE NA,corp_pfd.diff,2024-02-23 21:56:28
BBG00DS4Q0Z5,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG006W7KHH7,id_isin,US278642AH64,corp_pfd.diff,2024-02-23 21:56:28
BBG006W7KHH7,id_cusip,278642AH6,corp_pfd.diff,2024-02-23 21:56:28
BBG006W7KHH7,id_sedol1,BPFK1N9,corp_pfd.diff,2024-02-23 21:56:28
BBG006W7KHH7,ticker,EBAY,corp_pfd.diff,2024-02-23 21:56:28
BBG006W7KHH7,name,EBAY INC ,corp_pfd.diff,2024-02-23 21:56:28
BBG006W7KHH7,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG006W7KHH7,issuer,EBAY INC,corp_pfd.diff,2024-02-23 21:56:28
BBG006W7KHH7,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00J3M6410,id_isin,US345397YR84,corp_pfd.diff,2024-02-23 21:56:28
BBG00J3M6410,id_cusip,345397YR8,corp_pfd.diff,2024-02-23 21:56:28
BBG00J3M6410,id_sedol1,BF3CT88,corp_pfd.diff,2024-02-23 21:56:28
BBG00J3M6410,ticker,F,corp_pfd.diff,2024-02-23 21:56:28
BBG00J3M6410,name,FORD MOTOR CREDIT CO LLC ,corp_pfd.diff,2024-02-23 21:56:28
BBG00J3M6410,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG00J3M6410,issuer,FORD MOTOR CREDIT CO LLC,corp_pfd.diff,2024-02-23 21:56:28
BBG00J3M6410,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG009Z17JF4,id_isin,US38141GVQ45,corp_pfd.diff,2024-02-23 21:56:28
BBG009Z17JF4,id_cusip,38141GVQ4,corp_pfd.diff,2024-02-23 21:56:28
BBG009Z17JF4,id_sedol1,BZ0V2G7,corp_pfd.diff,2024-02-23 21:56:28
BBG009Z17JF4,ticker,GS,corp_pfd.diff,2024-02-23 21:56:28
BBG009Z17JF4,name,GOLDMAN SACHS GROUP INC ,corp_pfd.diff,2024-02-23 21:56:28
BBG009Z17JF4,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG009Z17JF4,issuer,GOLDMAN SACHS GROUP INC,corp_pfd.diff,2024-02-23 21:56:28
BBG009Z17JF4,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG0000JYT24,id_isin,US92553PAD42,corp_pfd.diff,2024-02-23 21:56:28
BBG0000JYT24,id_cusip,92553PAD4,corp_pfd.diff,2024-02-23 21:56:28
BBG0000JYT24,id_sedol1,B42N7N6,corp_pfd.diff,2024-02-23 21:56:28
BBG0000JYT24,ticker,VIA,corp_pfd.diff,2024-02-23 21:56:28
BBG0000JYT24,name,VIACOM INC NEW ,corp_pfd.diff,2024-02-23 21:56:28
BBG0000JYT24,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG0000JYT24,issuer,VIACOM INC,corp_pfd.diff,2024-02-23 21:56:28
BBG0000JYT24,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG006RZFC15,id_isin,US87165BAB99,corp_pfd.diff,2024-02-23 21:56:28
BBG006RZFC15,id_cusip,87165BAB9,corp_pfd.diff,2024-02-23 21:56:28
BBG006RZFC15,id_sedol1,BPYKS40,corp_pfd.diff,2024-02-23 21:56:28
BBG006RZFC15,ticker,SYF,corp_pfd.diff,2024-02-23 21:56:28
BBG006RZFC15,name,SYNCHRONY FINL ,corp_pfd.diff,2024-02-23 21:56:28
BBG006RZFC15,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG006RZFC15,issuer,SYNCHRONY FINANCIAL,corp_pfd.diff,2024-02-23 21:56:28
BBG006RZFC15,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRPZJC0,id_isin,US94988J5L70,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRPZJC0,id_cusip,94988J5L7,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRPZJC0,id_sedol1,BFNJ7Z2,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRPZJC0,ticker,WFC,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRPZJC0,name,WELLS FARGO BANK NATL ASSN ,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRPZJC0,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRPZJC0,issuer,WELLS FARGO BANK NA,corp_pfd.diff,2024-02-23 21:56:28
BBG00JRPZJC0,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9NFDG3,id_isin,US92924FAD87,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9NFDG3,id_cusip,92924FAD8,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9NFDG3,id_sedol1,BGDMZ10,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9NFDG3,ticker,WGL,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9NFDG3,name,WGL HLDGS INC ,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9NFDG3,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9NFDG3,issuer,WGL HOLDINGS INC,corp_pfd.diff,2024-02-23 21:56:28
BBG00K9NFDG3,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXWLS9,id_isin,US81663AAF21,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXWLS9,id_cusip,81663AAF2,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXWLS9,id_sedol1,BDQQ1T8,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXWLS9,ticker,SEMG,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXWLS9,name,SEMGROUP CORP 7.25% 03/15/26 ,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXWLS9,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXWLS9,issuer,SEMGROUP CORP,corp_pfd.diff,2024-02-23 21:56:28
BBG00JVXWLS9,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG003L898S5,id_isin,US29977HAB69,corp_pfd.diff,2024-02-23 21:56:28
BBG003L898S5,id_cusip,29977HAB6,corp_pfd.diff,2024-02-23 21:56:28
BBG003L898S5,id_sedol1,B905NS6,corp_pfd.diff,2024-02-23 21:56:28
BBG003L898S5,ticker,EPENEG,corp_pfd.diff,2024-02-23 21:56:28
BBG003L898S5,name,EVEREST ACQUI 9.375% 05/01/20 ,corp_pfd.diff,2024-02-23 21:56:28
BBG003L898S5,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG003L898S5,issuer,EP ENER/EVEREST ACQ FIN,corp_pfd.diff,2024-02-23 21:56:28
BBG003L898S5,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00LK8HBM6,id_isin,US61237WAE66,corp_pfd.diff,2024-02-23 21:56:28
BBG00LK8HBM6,id_cusip,61237WAE6,corp_pfd.diff,2024-02-23 21:56:28
BBG00LK8HBM6,id_sedol1,,corp_pfd.diff,2024-02-23 21:56:28
BBG00LK8HBM6,ticker,MNTEFI,corp_pfd.diff,2024-02-23 21:56:28
BBG00LK8HBM6,name,MONTEFIORE ME 5.246% 11/01/48 ,corp_pfd.diff,2024-02-23 21:56:28
BBG00LK8HBM6,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG00LK8HBM6,issuer,MONTEFIORE OBLIGATED GRP,corp_pfd.diff,2024-02-23 21:56:28
BBG00LK8HBM6,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00KVRRJL7,id_isin,US209111FQ16,corp_pfd.diff,2024-02-23 21:56:28
BBG00KVRRJL7,id_cusip,209111FQ1,corp_pfd.diff,2024-02-23 21:56:28
BBG00KVRRJL7,id_sedol1,BFZYKL2,corp_pfd.diff,2024-02-23 21:56:28
BBG00KVRRJL7,ticker,ED,corp_pfd.diff,2024-02-23 21:56:28
BBG00KVRRJL7,name,CONSOLIDATED ED 4.5% 05/15/58 ,corp_pfd.diff,2024-02-23 21:56:28
BBG00KVRRJL7,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG00KVRRJL7,issuer,CONSOLIDATED EDISON CO O,corp_pfd.diff,2024-02-23 21:56:28
BBG00KVRRJL7,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG005FHWGG6,id_isin,US55933JAB08,corp_pfd.diff,2024-02-23 21:56:28
BBG005FHWGG6,id_cusip,55933JAB0,corp_pfd.diff,2024-02-23 21:56:28
BBG005FHWGG6,id_sedol1,BGR6PX0,corp_pfd.diff,2024-02-23 21:56:28
BBG005FHWGG6,ticker,MX,corp_pfd.diff,2024-02-23 21:56:28
BBG005FHWGG6,name,MAGNACHIP SEM 6.625% 07/15/21 ,corp_pfd.diff,2024-02-23 21:56:28
BBG005FHWGG6,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG005FHWGG6,issuer,MAGNACHIP SEMICONDUCTOR,corp_pfd.diff,2024-02-23 21:56:28
BBG005FHWGG6,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00LJZ7YP6,id_isin,US15236AAA97,corp_pfd.diff,2024-02-23 21:56:28
BBG00LJZ7YP6,id_cusip,15236AAA9,corp_pfd.diff,2024-02-23 21:56:28
BBG00LJZ7YP6,id_sedol1,,corp_pfd.diff,2024-02-23 21:56:28
BBG00LJZ7YP6,ticker,CNTRLH,corp_pfd.diff,2024-02-23 21:56:28
BBG00LJZ7YP6,name,CENTRA HEALTH 4.7% 01/01/48 ,corp_pfd.diff,2024-02-23 21:56:28
BBG00LJZ7YP6,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG00LJZ7YP6,issuer,CENTRA HEALTH INC,corp_pfd.diff,2024-02-23 21:56:28
BBG00LJZ7YP6,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG0063NCKH6,id_isin,US561234AE52,corp_pfd.diff,2024-02-23 21:56:28
BBG0063NCKH6,id_cusip,561234AE5,corp_pfd.diff,2024-02-23 21:56:28
BBG0063NCKH6,id_sedol1,BLD2XV1,corp_pfd.diff,2024-02-23 21:56:28
BBG0063NCKH6,ticker,MNK,corp_pfd.diff,2024-02-23 21:56:28
BBG0063NCKH6,name,MALLINCKRODT I 4.75% 04/15/23 ,corp_pfd.diff,2024-02-23 21:56:28
BBG0063NCKH6,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG0063NCKH6,issuer,MALLINCKRODT INTL FIN,corp_pfd.diff,2024-02-23 21:56:28
BBG0063NCKH6,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00CWZSJC5,id_isin,US27890GAB68,corp_pfd.diff,2024-02-23 21:56:28
BBG00CWZSJC5,id_cusip,27890GAB6,corp_pfd.diff,2024-02-23 21:56:28
BBG00CWZSJC5,id_sedol1,BYYS4D8,corp_pfd.diff,2024-02-23 21:56:28
BBG00CWZSJC5,ticker,ECR,corp_pfd.diff,2024-02-23 21:56:28
BBG00CWZSJC5,name,ECLIPSE RESOU 8.875% 07/15/23 ,corp_pfd.diff,2024-02-23 21:56:28
BBG00CWZSJC5,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG00CWZSJC5,issuer,ECLIPSE RESOURCES CORP,corp_pfd.diff,2024-02-23 21:56:28
BBG00CWZSJC5,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00LLKGPS2,id_isin,US956708AA97,corp_pfd.diff,2024-02-23 21:56:28
BBG00LLKGPS2,id_cusip,956708AA9,corp_pfd.diff,2024-02-23 21:56:28
BBG00LLKGPS2,id_sedol1,BG09ZJ2,corp_pfd.diff,2024-02-23 21:56:28
BBG00LLKGPS2,ticker,WVUHOG,corp_pfd.diff,2024-02-23 21:56:28
BBG00LLKGPS2,name,WEST VIRGINIA 4.924% 06/01/48 ,corp_pfd.diff,2024-02-23 21:56:28
BBG00LLKGPS2,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG00LLKGPS2,issuer,WEST VA HEALTH SYS OBL,corp_pfd.diff,2024-02-23 21:56:28
BBG00LLKGPS2,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00K25NS77,id_isin,US20369EAD40,corp_pfd.diff,2024-02-23 21:56:28
BBG00K25NS77,id_cusip,20369EAD4,corp_pfd.diff,2024-02-23 21:56:28
BBG00K25NS77,id_sedol1,,corp_pfd.diff,2024-02-23 21:56:28
BBG00K25NS77,ticker,COMHOS,corp_pfd.diff,2024-02-23 21:56:28
BBG00K25NS77,name,COMMUNITY HEAL 4.94% 05/01/58 ,corp_pfd.diff,2024-02-23 21:56:28
BBG00K25NS77,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG00K25NS77,issuer,COMMUNITY HEALTH NETWORK,corp_pfd.diff,2024-02-23 21:56:28
BBG00K25NS77,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00DZDWHM7,id_isin,US740816AN32,corp_pfd.diff,2024-02-23 21:56:28
BBG00DZDWHM7,id_cusip,740816AN3,corp_pfd.diff,2024-02-23 21:56:28
BBG00DZDWHM7,id_sedol1,BYWY9S8,corp_pfd.diff,2024-02-23 21:56:28
BBG00DZDWHM7,ticker,HARVRD,corp_pfd.diff,2024-02-23 21:56:28
BBG00DZDWHM7,name,PRESIDENT & FEL 3.3% 07/15/56 ,corp_pfd.diff,2024-02-23 21:56:28
BBG00DZDWHM7,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG00DZDWHM7,issuer,PRES & FELLOWS OF HARVAR,corp_pfd.diff,2024-02-23 21:56:28
BBG00DZDWHM7,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00GSL5KM3,id_isin,US62952EAE77,corp_pfd.diff,2024-02-23 21:56:28
BBG00GSL5KM3,id_cusip,62952EAE7,corp_pfd.diff,2024-02-23 21:56:28
BBG00GSL5KM3,id_sedol1,BF29YJ6,corp_pfd.diff,2024-02-23 21:56:28
BBG00GSL5KM3,ticker,NYUHOS,corp_pfd.diff,2024-02-23 21:56:28
BBG00GSL5KM3,name,NYU HOSPITALS 4.368% 07/01/47 ,corp_pfd.diff,2024-02-23 21:56:28
BBG00GSL5KM3,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG00GSL5KM3,issuer,NYU HOSPITALS CENTER,corp_pfd.diff,2024-02-23 21:56:28
BBG00GSL5KM3,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG008LFPZ00,id_isin,US94974BGK08,corp_pfd.diff,2024-02-23 21:56:28
BBG008LFPZ00,id_cusip,94974BGK0,corp_pfd.diff,2024-02-23 21:56:28
BBG008LFPZ00,id_sedol1,BX2H0V0,corp_pfd.diff,2024-02-23 21:56:28
BBG008LFPZ00,ticker,WFC,corp_pfd.diff,2024-02-23 21:56:28
BBG008LFPZ00,name,WELLS FARGO & C 3.9% 05/01/45 ,corp_pfd.diff,2024-02-23 21:56:28
BBG008LFPZ00,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG008LFPZ00,issuer,WELLS FARGO & COMPANY,corp_pfd.diff,2024-02-23 21:56:28
BBG008LFPZ00,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00M897H44,id_isin,US205887CA82,corp_pfd.diff,2024-02-23 21:56:28
BBG00M897H44,id_cusip,205887CA8,corp_pfd.diff,2024-02-23 21:56:28
BBG00M897H44,id_sedol1,BGGM5Y0,corp_pfd.diff,2024-02-23 21:56:28
BBG00M897H44,ticker,CAG,corp_pfd.diff,2024-02-23 21:56:28
BBG00M897H44,name,CONAGRA BRANDS 4.3% 05/01/24 ,corp_pfd.diff,2024-02-23 21:56:28
BBG00M897H44,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG00M897H44,issuer,CONAGRA BRANDS INC,corp_pfd.diff,2024-02-23 21:56:28
BBG00M897H44,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG006XZ10D6,id_isin,US74456QBH83,corp_pfd.diff,2024-02-23 21:56:28
BBG006XZ10D6,id_cusip,74456QBH8,corp_pfd.diff,2024-02-23 21:56:28
BBG006XZ10D6,id_sedol1,BPYKS73,corp_pfd.diff,2024-02-23 21:56:28
BBG006XZ10D6,ticker,PEG,corp_pfd.diff,2024-02-23 21:56:28
BBG006XZ10D6,name,PUBLIC SERVICE 3.15% 08/15/24 ,corp_pfd.diff,2024-02-23 21:56:28
BBG006XZ10D6,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG006XZ10D6,issuer,PUBLIC SERVICE ELECTRIC,corp_pfd.diff,2024-02-23 21:56:28
BBG006XZ10D6,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00CW1J727,id_isin,US166764BL33,corp_pfd.diff,2024-02-23 21:56:28
BBG00CW1J727,id_cusip,166764BL3,corp_pfd.diff,2024-02-23 21:56:28
BBG00CW1J727,id_sedol1,BYP8MZ5,corp_pfd.diff,2024-02-23 21:56:28
BBG00CW1J727,ticker,CVX,corp_pfd.diff,2024-02-23 21:56:28
BBG00CW1J727,name,CHEVRON CORPO 2.954% 05/16/26 ,corp_pfd.diff,2024-02-23 21:56:28
BBG00CW1J727,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG00CW1J727,issuer,CHEVRON CORP,corp_pfd.diff,2024-02-23 21:56:28
BBG00CW1J727,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG00KVT3MQ7,id_isin,US023135BJ40,corp_pfd.diff,2024-02-23 21:56:28
BBG00KVT3MQ7,id_cusip,023135BJ4,corp_pfd.diff,2024-02-23 21:56:28
BBG00KVT3MQ7,id_sedol1,BFMLMY3,corp_pfd.diff,2024-02-23 21:56:28
BBG00KVT3MQ7,ticker,AMZN,corp_pfd.diff,2024-02-23 21:56:28
BBG00KVT3MQ7,name,AMAZON.COM IN 4.05% 08/22/47 ,corp_pfd.diff,2024-02-23 21:56:28
BBG00KVT3MQ7,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
BBG00KVT3MQ7,issuer,AMAZON.COM INC,corp_pfd.diff,2024-02-23 21:56:28
BBG00KVT3MQ7,market_sector_des,Corp,corp_pfd.diff,2024-02-23 21:56:28
BBG008HKPGH8,id_isin,US06051GFQ73,corp_pfd.diff,2024-02-23 21:56:28
BBG008HKPGH8,id_cusip,06051GFQ7,corp_pfd.diff,2024-02-23 21:56:28
BBG008HKPGH8,id_sedol1,BWX8CG4,corp_pfd.diff,2024-02-23 21:56:28
BBG008HKPGH8,ticker,BAC,corp_pfd.diff,2024-02-23 21:56:28
BBG008HKPGH8,name,BANK OF AMERIC 4.75% 04/21/45 ,corp_pfd.diff,2024-02-23 21:56:28
BBG008HKPGH8,exch_code,,corp_pfd.diff,2024-02-23 21:56:28
